ROWID,Country,State,District,Year,Class,Schools_Surveyed,Students_Surveyed,AVG_L813,AVG_M601,AVG_SCI703,AVG_SST605,AVG_M801,AVG_SCI801,AVG_SST704
540,India,Arunachal Pradesh,Namsai,"Calendar Year (Jan - Dec), 2017",8,220.0,3872.0,36.8,29.55,32.06,34.81,23.35,33.33,16.77
541,India,Arunachal Pradesh,Namsai,"Calendar Year (Jan - Dec), 2021",8,160.0,3324.0,52.92,42.96,39.05,42.6,30.49,47.68,40.12
542,India,Arunachal Pradesh,Siang,"Calendar Year (Jan - Dec), 2017",8,64.0,1404.0,50.26,30.59,41.46,54.13,30.39,56.44,19.34
543,India,Arunachal Pradesh,Siang,"Calendar Year (Jan - Dec), 2021",8,104.0,1752.0,52.58,46.26,35.54,30.56,28.92,50.11,40.64
544,India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2021",8,172.0,2848.0,54.72,45.13,36.9,34.26,28.15,44.4,31.96
545,India,Nagaland,Zunheboto,"Calendar Year (Jan - Dec), 2017",8,100.0,1152.0,16.81,18.52,17.02,18.75,69.93,16.85,5.23
546,India,Nagaland,Zunheboto,"Calendar Year (Jan - Dec), 2021",8,188.0,2816.0,55.75,50.27,40.99,35.21,31.56,43.29,40.85
547,India,Arunachal Pradesh,Kamle,"Calendar Year (Jan - Dec), 2017",8,43.34224614756182,526.2374170505229,50.01249524929871,30.34914351642385,41.56847887069044,39.979217717853594,27.522026060989955,51.10813501040629,24.286379965613968
548,India,Arunachal Pradesh,Kamle,"Calendar Year (Jan - Dec), 2021",8,52.0,976.0,61.51,78.7,48.91,44.04,36.51,44.59,56.05
549,India,Arunachal Pradesh,Lower Siang,"Calendar Year (Jan - Dec), 2017",8,61.86523284217601,1177.9019867740997,45.45107785565448,26.80454442129191,37.955699943171055,39.484148512975935,26.547433225989767,48.65527940897897,19.02914188293237
550,India,Arunachal Pradesh,Lower Siang,"Calendar Year (Jan - Dec), 2021",8,88.0,1300.0,46.32,44.84,38.17,29.87,30.86,37.74,29.62
551,India,Arunachal Pradesh,Pakke Kessang,"Calendar Year (Jan - Dec), 2017",8,23.368865167111448,342.5383657389757,47.58,35.59,42.24,39.68,28.26,45.84,30.07
552,India,Arunachal Pradesh,Pakke Kessang,"Calendar Year (Jan - Dec), 2021",8,40.0,728.0,52.31,55.07,40.6,36.35,25.11,47.78,31.47
553,India,Arunachal Pradesh,Leparada,"Calendar Year (Jan - Dec), 2017",8,69.47843261277916,1144.22324058893,47.29136781334335,31.76881119120008,39.400304376046186,40.61990708161104,28.768675229733883,51.03539575718239,19.139022648857306
554,India,Arunachal Pradesh,Leparada,"Calendar Year (Jan - Dec), 2021",8,72.0,1048.0,52.44,28.26,37.82,35.66,30.19,49.15,36.87
555,India,Arunachal Pradesh,Shi Yomi,"Calendar Year (Jan - Dec), 2017",8,32.946450672460735,634.7682829560769,49.32,29.47,40.22,43.83,28.21,53.38,20.87
556,India,Arunachal Pradesh,Shi Yomi,"Calendar Year (Jan - Dec), 2021",8,28.0,684.0,42.85,47.92,30.41,47.33,34.52,47.01,33.2
557,India,Nagaland,Dimapur,"Calendar Year (Jan - Dec), 2017",8,188.06403271788287,3888.7000910488528,45.95734809296829,29.498491151341213,39.93202940144607,33.64589959825585,18.425861877039384,48.865748713389976,19.64673700926148
558,India,Nagaland,Dimapur,"Calendar Year (Jan - Dec), 2021",8,200.21771124080183,4584.934788124841,61.26254995423335,45.499471902969425,40.21170499898442,36.99110900376421,24.630920397681855,49.30129006560326,41.32151639290208
559,India,Nagaland,Kohima,"Calendar Year (Jan - Dec), 2017",8,59.93596728211711,655.2999089511471,55.69,27.5,42.62,41.46,26.19,56.48,28.57
560,India,Nagaland,Kohima,"Calendar Year (Jan - Dec), 2021",8,203.78228875919817,4619.06521187516,64.64,44.8,42.47,38.46,25.85,51.01,43.33
561,India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2017",8,216.0,2604.0,55.73,40.62,50.72,40.71,26.99,56.26,19.63
562,India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2021",8,216.0,3408.0,61.01,53.13,44.56,32.91,30.53,52.53,45.69
563,India,Nagaland,Mon,"Calendar Year (Jan - Dec), 2017",8,76.0,992.0,41.91,40.8,39.14,27.02,39.02,39.36,17.07
564,India,Nagaland,Mon,"Calendar Year (Jan - Dec), 2021",8,196.0,4404.0,44.27,37.46,34.82,30.67,27.09,34.07,34.83
565,India,Nagaland,Phek,"Calendar Year (Jan - Dec), 2017",8,180.0,2536.0,53.72,38.87,41.18,40.69,27.93,56.47,15.62
566,India,Nagaland,Phek,"Calendar Year (Jan - Dec), 2021",8,192.0,3308.0,56.77,50.59,41.69,33.36,28.39,48.49,37.98
567,India,Nagaland,Tuensang,"Calendar Year (Jan - Dec), 2017",8,91.79596736454454,1273.6690471830557,21.2,16.67,19.88,23.42,50.0,18.63,6.41
568,India,Nagaland,Tuensang,"Calendar Year (Jan - Dec), 2021",8,129.08807910639075,2857.149484221449,47.13,40.31,36.17,28.24,25.6,44.58,36.26
569,India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2017",8,84.0,1000.0,57.92,32.76,43.72,48.4,27.61,59.13,13.43
570,India,Nagaland,Peren,"Calendar Year (Jan - Dec), 2017",8,88.0,1436.0,49.97,28.98,38.5,28.97,18.58,47.96,16.94
571,India,Nagaland,Peren,"Calendar Year (Jan - Dec), 2021",8,164.0,3220.0,56.57,41.14,35.85,31.5,26.62,44.74,28.02
572,India,Nagaland,Kiphire,"Calendar Year (Jan - Dec), 2017",8,52.0,624.0,49.49,37.33,49.35,62.18,20.99,52.61,11.11
573,India,Nagaland,Kiphire,"Calendar Year (Jan - Dec), 2021",8,140.0,2396.0,46.26,40.84,35.71,36.91,24.96,42.9,27.33
574,India,Nagaland,Longleng,"Calendar Year (Jan - Dec), 2017",8,52.0,744.0,35.13,32.97,33.21,25.81,29.47,35.05,14.74
575,India,Nagaland,Longleng,"Calendar Year (Jan - Dec), 2021",8,92.0,1436.0,46.47,42.7,34.2,31.17,23.47,40.1,39.32
576,India,Nagaland,Noklak,"Calendar Year (Jan - Dec), 2017",8,36.20403263545545,502.3309528169444,21.2,16.67,19.88,23.42,50.0,18.63,6.41
577,India,Nagaland,Noklak,"Calendar Year (Jan - Dec), 2021",8,50.91192089360922,1126.8505157785507,47.13,40.31,36.17,28.24,25.6,44.58,36.26
578,India,Manipur,Bishnupur,"Calendar Year (Jan - Dec), 2017",8,172.0,1824.0,50.79,33.64,43.83,50.88,25.1,50.67,48.12
579,India,Manipur,Bishnupur,"Calendar Year (Jan - Dec), 2021",8,228.0,4084.0,53.1,53.74,38.51,38.71,33.53,44.27,35.84
580,India,Manipur,Chandel,"Calendar Year (Jan - Dec), 2017",8,30.59871551233857,383.6608175777836,49.49,34.62,49.79,52.76,10.59,44.83,20.0
581,India,Manipur,Chandel,"Calendar Year (Jan - Dec), 2021",8,112.0,1796.0,58.75,57.98,45.21,36.8,31.74,42.54,37.37
582,India,Manipur,Churachandpur,"Calendar Year (Jan - Dec), 2017",8,105.73084849877618,1565.4986922883313,58.88,41.15,43.21,51.42,36.91,57.19,26.18
583,India,Manipur,Churachandpur,"Calendar Year (Jan - Dec), 2021",8,220.0,3604.0,64.53,46.03,41.89,43.44,29.72,51.93,53.26
584,India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2017",8,183.52625118712703,2623.3458257924635,48.24,31.73,43.07,51.99,28.46,49.27,22.07
585,India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2021",8,276.0,5060.0,64.24,57.96,47.66,36.8,40.56,52.47,49.25
586,India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2017",8,176.0,2572.0,48.92,34.82,43.62,41.52,30.3,48.78,18.18
587,India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2021",8,276.0,4520.0,66.9,61.95,50.39,44.28,41.17,58.03,53.66
588,India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2017",8,119.12978870829053,1377.1403574678388,54.91,49.29,48.6,54.84,22.48,56.06,19.8
589,India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2021",8,200.0,3692.0,58.53,53.42,39.22,37.23,26.93,48.34,46.58
590,India,Manipur,Tamenglong,"Calendar Year (Jan - Dec), 2017",8,53.59672266466929,661.026246197588,58.74,33.59,44.62,50.58,13.28,49.52,21.88
591,India,Manipur,Tamenglong,"Calendar Year (Jan - Dec), 2021",8,108.0,2160.0,53.24,40.75,37.13,36.03,29.03,43.47,34.42
592,India,Manipur,Thoubal,"Calendar Year (Jan - Dec), 2017",8,163.51161369193153,2240.6200813722494,47.2,35.44,49.96,50.4,30.75,52.09,21.72
593,India,Manipur,Thoubal,"Calendar Year (Jan - Dec), 2021",8,224.0,4344.0,49.29,58.8,41.21,42.88,40.91,47.38,37.85
594,India,Manipur,Ukhrul,"Calendar Year (Jan - Dec), 2017",8,72.56597864768683,618.2621380782919,56.81,36.0,46.65,55.4,16.81,64.65,34.51
595,India,Manipur,Ukhrul,"Calendar Year (Jan - Dec), 2021",8,188.0,3740.0,55.8,50.45,36.53,38.18,28.86,46.27,43.35
596,India,Manipur,Kakching,"Calendar Year (Jan - Dec), 2017",8,92.48838630806847,1267.3799186277506,47.2,35.44,49.96,50.4,30.75,52.09,21.72
597,India,Manipur,Kakching,"Calendar Year (Jan - Dec), 2021",8,164.0,2968.0,53.91,61.08,38.88,37.21,45.91,47.01,44.38
598,India,Manipur,Kangpokpi,"Calendar Year (Jan - Dec), 2017",8,81.31297832810273,941.1886066406064,54.87680637656448,49.20261169002583,48.572479649535474,54.82581681757253,22.509759800321497,56.02620918993596,19.8112967803896
599,India,Manipur,Kangpokpi,"Calendar Year (Jan - Dec), 2021",8,212.0,4136.0,57.49,54.94,40.82,34.4,28.32,46.01,48.39
600,India,Manipur,Jiribam,"Calendar Year (Jan - Dec), 2017",8,20.030981776479653,286.3252100990915,48.24,31.73,43.07,51.99,28.46,49.27,22.07
601,India,Manipur,Jiribam,"Calendar Year (Jan - Dec), 2021",8,112.0,1612.0,38.89,36.59,41.55,40.1,28.95,33.6,35.75
602,India,Manipur,Noney,"Calendar Year (Jan - Dec), 2017",8,30.403277335330717,374.97375380241215,58.74,33.59,44.62,50.58,13.28,49.52,21.88
603,India,Manipur,Noney,"Calendar Year (Jan - Dec), 2021",8,108.0,1484.0,48.32,50.56,37.76,28.28,28.93,40.56,42.7
604,India,Manipur,Pherzawl,"Calendar Year (Jan - Dec), 2017",8,18.269151501223813,270.50130771166874,58.88,41.15,43.21,51.42,36.91,57.19,26.18
605,India,Manipur,Pherzawl,"Calendar Year (Jan - Dec), 2021",8,60.0,744.0,49.25,53.0,36.18,55.98,32.54,42.32,47.42
606,India,Manipur,Tengnoupal,"Calendar Year (Jan - Dec), 2017",8,21.401284487661428,268.3391824222164,49.49,34.62,49.79,52.76,10.59,44.83,20.0
607,India,Manipur,Tengnoupal,"Calendar Year (Jan - Dec), 2021",8,108.0,1632.0,51.52,48.53,38.33,39.0,33.66,41.19,41.92
608,India,Manipur,Kamjong,"Calendar Year (Jan - Dec), 2017",8,27.434021352313167,233.73786192170817,56.81,36.0,46.65,55.4,16.81,64.65,34.51
609,India,Manipur,Kamjong,"Calendar Year (Jan - Dec), 2021",8,64.0,844.0,57.28,63.92,41.24,34.95,31.56,41.26,49.88
610,India,Mizoram,Aizawl,"Calendar Year (Jan - Dec), 2017",8,189.23543157772144,2683.35841977209,47.47,40.51,38.61,33.57,33.99,48.76,15.73
611,India,Mizoram,Aizawl,"Calendar Year (Jan - Dec), 2021",8,333.05435957678975,4995.815393651847,59.28,43.99,40.83,28.99,28.97,45.07,36.72
612,India,Mizoram,Champhai,"Calendar Year (Jan - Dec), 2017",8,124.36124084048724,1994.3858253307767,40.25,32.41,40.12,33.72,28.77,51.32,12.53
613,India,Mizoram,Champhai,"Calendar Year (Jan - Dec), 2021",8,158.9060299628448,2475.709887102292,43.06,43.32,36.05,33.63,28.03,38.41,23.09
614,India,Mizoram,Kolasib,"Calendar Year (Jan - Dec), 2017",8,176.0,2624.0,52.23,32.33,39.72,36.43,33.23,52.96,19.38
615,India,Mizoram,Kolasib,"Calendar Year (Jan - Dec), 2021",8,168.0,2828.0,45.97,44.16,34.2,43.03,29.31,38.4,32.32
616,India,Mizoram,Lawngtlai,"Calendar Year (Jan - Dec), 2017",8,188.0,2360.0,37.41,27.87,35.69,30.68,24.75,36.51,7.59
617,India,Mizoram,Lawngtlai,"Calendar Year (Jan - Dec), 2021",8,184.0,3272.0,39.71,43.56,35.01,36.74,26.17,32.67,28.74
618,India,Mizoram,Lunglei,"Calendar Year (Jan - Dec), 2017",8,156.5893672395694,2309.693166783649,49.36,35.61,39.85,35.88,33.05,49.65,17.93
619,India,Mizoram,Lunglei,"Calendar Year (Jan - Dec), 2021",8,257.720000248458,2616.3473442944724,46.4,46.51,37.12,33.19,22.81,41.66,30.56
620,India,Mizoram,Mamit,"Calendar Year (Jan - Dec), 2017",8,176.0,2296.0,42.09,32.87,37.79,32.93,22.57,43.8,15.97
621,India,Mizoram,Mamit,"Calendar Year (Jan - Dec), 2021",8,232.0,2888.0,44.99,53.16,39.05,29.58,27.69,40.41,38.8
622,India,Mizoram,Saiha,"Calendar Year (Jan - Dec), 2017",8,164.0,1796.0,41.57,42.67,39.76,32.52,31.7,41.27,14.73
623,India,Mizoram,Saiha,"Calendar Year (Jan - Dec), 2021",8,124.0,1696.0,45.39,51.79,40.07,25.28,28.98,43.81,30.8
624,India,Mizoram,Serchhip,"Calendar Year (Jan - Dec), 2017",8,199.06800629561116,2657.6293715802267,44.993432320748845,34.09838544366604,40.2859048832146,27.422921634551297,28.789416739487834,47.55335574744139,18.99034569071493
625,India,Mizoram,Serchhip,"Calendar Year (Jan - Dec), 2021",8,252.47716447515768,3003.7227334883114,50.242364737769755,53.03203163647674,42.59436601152302,39.236933957373694,31.53151161929588,44.58541063732097,31.455691011152744
626,India,Mizoram,Hnahthial,"Calendar Year (Jan - Dec), 2017",8,33.97474424353854,501.12747759219343,49.36,35.61,39.85,35.88,33.05,49.65,17.93
627,India,Mizoram,Hnahthial,"Calendar Year (Jan - Dec), 2021",8,55.91676656749051,567.6613517357897,46.4,46.51,37.12,33.19,22.81,41.66,30.56
628,India,Mizoram,Saitual,"Calendar Year (Jan - Dec), 2017",8,41.1773491747708,640.3724715549153,44.19008573775542,36.83031779443474,39.29596544819797,33.63814226306602,31.618649245302393,49.92296128966013,14.276298387924838
629,India,Tripura,West Tripura,"Calendar Year (Jan - Dec), 2021",8,272.0,7424.0,59.87,54.85,44.85,38.79,33.83,53.78,56.92
630,India,Tripura,Khowai,"Calendar Year (Jan - Dec), 2017",8,192.0,3712.0,53.04,34.9,44.95,19.18,25.57,54.12,38.88
631,India,Mizoram,Saitual,"Calendar Year (Jan - Dec), 2021",8,57.806415829172565,889.6242231801754,51.911549953794015,43.68563122497176,38.65853321696273,31.097867337508983,28.54297515145292,42.04448351986857,30.52813969606736
632,India,Mizoram,Khawzawl,"Calendar Year (Jan - Dec), 2017",8,59.59386062830138,949.4332673861485,40.356785714285714,32.448027210884355,40.123979591836736,33.57231292517007,28.768673469387757,51.232891156462586,12.678350340136054
633,India,Mizoram,Khawzawl,"Calendar Year (Jan - Dec), 2021",8,76.11926334008666,1175.1190665471124,43.226037414965994,43.54506802721088,36.20210884353741,33.760884353741496,28.1137925170068,38.552602040816325,23.28190476190476
634,India,Tripura,Dhalai,"Calendar Year (Jan - Dec), 2017",8,200.0,3580.0,49.05,32.47,33.16,21.12,25.4,44.2,41.57
635,India,Tripura,Dhalai,"Calendar Year (Jan - Dec), 2021",8,168.0,3380.0,40.62,41.82,34.15,36.02,28.33,35.29,41.55
636,India,Tripura,North Tripura,"Calendar Year (Jan - Dec), 2017",8,200.0,3568.0,53.18,35.59,36.44,18.61,24.88,51.16,44.24
637,India,Tripura,North Tripura,"Calendar Year (Jan - Dec), 2021",8,188.0,4640.0,50.58,44.99,32.95,39.07,26.81,41.16,43.26
638,India,Tripura,South Tripura,"Calendar Year (Jan - Dec), 2017",8,204.0,4276.0,54.02,32.53,36.53,21.05,29.76,53.43,50.28
639,India,Tripura,South Tripura,"Calendar Year (Jan - Dec), 2021",8,164.0,3976.0,56.03,60.34,41.96,38.83,34.1,50.07,61.49
640,India,Tripura,West Tripura,"Calendar Year (Jan - Dec), 2017",8,204.0,4156.0,54.06,30.25,33.99,19.54,25.49,50.02,44.9
641,India,Tripura,Khowai,"Calendar Year (Jan - Dec), 2021",8,176.0,3556.0,51.58,54.96,38.16,41.18,27.97,42.43,53.34
642,India,Tripura,Sepahijala,"Calendar Year (Jan - Dec), 2017",8,204.0,4156.0,54.82,29.58,34.74,20.5,24.27,52.47,51.46
643,India,Tripura,Sepahijala,"Calendar Year (Jan - Dec), 2021",8,204.0,4624.0,51.08,50.58,38.03,45.6,27.53,47.12,56.39
644,India,Tripura,Gomati,"Calendar Year (Jan - Dec), 2017",8,196.0,3812.0,53.73,32.98,35.55,23.71,29.38,50.87,43.96
645,India,Tripura,Gomati,"Calendar Year (Jan - Dec), 2021",8,196.0,4200.0,51.44,44.2,35.72,39.05,27.62,42.97,54.01
646,India,Tripura,Unakoti,"Calendar Year (Jan - Dec), 2017",8,204.0,3932.0,52.8,31.72,35.66,17.4,26.02,48.0,44.47
647,India,Tripura,Unakoti,"Calendar Year (Jan - Dec), 2021",8,164.0,3808.0,47.85,48.11,35.13,36.99,25.58,40.14,43.13
648,India,Meghalaya,East Garo Hills,"Calendar Year (Jan - Dec), 2017",8,200.0,1560.0,39.18,26.32,36.21,40.26,22.0,35.58,13.5
649,India,Meghalaya,East Garo Hills,"Calendar Year (Jan - Dec), 2021",8,272.0,4844.0,31.87,34.31,30.07,25.95,23.09,28.92,25.14
650,India,Meghalaya,East Khasi Hills,"Calendar Year (Jan - Dec), 2017",8,204.0,4084.0,54.66,37.2,46.42,57.39,24.38,46.02,14.4
651,India,Meghalaya,East Khasi Hills,"Calendar Year (Jan - Dec), 2021",8,348.0,7660.0,55.18,42.6,40.24,33.06,27.26,45.85,39.78
652,India,Meghalaya,West Jaintia Hills,"Calendar Year (Jan - Dec), 2017",8,192.0,4140.0,45.64,35.7,41.39,53.72,19.65,40.97,10.51
653,India,Meghalaya,West Jaintia Hills,"Calendar Year (Jan - Dec), 2021",8,272.0,5788.0,45.65,39.79,34.87,29.78,25.79,38.44,32.24
654,India,Meghalaya,Ri Bhoi,"Calendar Year (Jan - Dec), 2017",8,200.0,3876.0,49.06,32.46,41.37,47.06,23.68,42.48,10.57
655,India,Meghalaya,Ri Bhoi,"Calendar Year (Jan - Dec), 2021",8,332.0,6536.0,43.63,38.74,33.98,27.74,25.42,38.24,35.95
656,India,Meghalaya,South Garo Hills,"Calendar Year (Jan - Dec), 2017",8,204.0,2428.0,39.57,30.46,37.51,42.5,25.9,35.84,20.0
657,India,Meghalaya,South Garo Hills,"Calendar Year (Jan - Dec), 2021",8,296.0,4248.0,33.13,34.86,29.23,28.17,26.24,33.3,25.71
658,India,Meghalaya,West Garo Hills,"Calendar Year (Jan - Dec), 2017",8,204.0,3604.0,42.44,32.75,38.93,39.96,24.6,40.4,16.93
659,India,Meghalaya,West Garo Hills,"Calendar Year (Jan - Dec), 2021",8,340.0,6876.0,36.34,43.25,32.7,28.31,29.29,36.02,27.69
660,India,Meghalaya,West Khasi Hills,"Calendar Year (Jan - Dec), 2017",8,204.0,3260.0,54.89,34.83,44.21,60.98,17.68,45.65,23.0
661,India,Meghalaya,West Khasi Hills,"Calendar Year (Jan - Dec), 2021",8,8.0,96.0,27.77,32.68,34.08,21.66,21.24,28.62,39.57
662,India,Meghalaya,North Garo Hills,"Calendar Year (Jan - Dec), 2017",8,200.0,3236.0,35.54,34.24,36.06,41.41,26.11,34.92,12.07
663,India,Meghalaya,North Garo Hills,"Calendar Year (Jan - Dec), 2021",8,248.0,5112.0,32.13,36.61,28.84,23.87,23.55,32.15,27.28
664,India,Meghalaya,East Jaintia Hills,"Calendar Year (Jan - Dec), 2017",8,204.0,3760.0,48.01,41.6,45.2,51.6,23.92,44.19,8.41
665,India,Meghalaya,East Jaintia Hills,"Calendar Year (Jan - Dec), 2021",8,248.0,4832.0,40.16,42.58,32.14,28.76,30.19,37.66,29.85
666,India,Meghalaya,South West Khasi Hills,"Calendar Year (Jan - Dec), 2017",8,196.0,2888.0,53.74,39.46,48.63,56.51,23.58,45.21,15.63
667,India,Meghalaya,South West Khasi Hills,"Calendar Year (Jan - Dec), 2021",8,288.0,4236.0,37.75,39.12,34.08,24.06,24.5,35.81,31.12
668,India,Meghalaya,South West Garo Hills,"Calendar Year (Jan - Dec), 2017",8,204.0,3364.0,43.27,29.85,39.9,37.69,28.21,37.6,9.79
669,India,Meghalaya,South West Garo Hills,"Calendar Year (Jan - Dec), 2021",8,292.0,4700.0,33.91,34.8,30.59,27.8,23.36,29.78,24.67
670,India,Assam,Barpeta,"Calendar Year (Jan - Dec), 2017",8,204.5979732952825,4855.173572367793,54.166003642746595,54.518010928239775,43.627151532595974,61.637883384923185,38.75125265420331,65.78079714572874,45.77189189252954
671,India,Assam,Barpeta,"Calendar Year (Jan - Dec), 2021",8,284.0,6964.0,49.22,63.48,40.24,49.26,43.64,46.22,57.59
672,India,Assam,Dibrugarh,"Calendar Year (Jan - Dec), 2017",8,204.0,4948.0,55.48,48.05,43.71,55.13,30.27,54.48,40.26
673,India,Assam,Dibrugarh,"Calendar Year (Jan - Dec), 2021",8,308.0,7552.0,49.36,44.33,36.98,42.8,29.48,41.14,48.44
674,India,Assam,Bongaigaon,"Calendar Year (Jan - Dec), 2017",8,182.4432032153696,4468.524037936747,57.66297044919763,61.03823426536366,48.043345239861786,64.17729951455281,40.75598997307782,67.60747016301697,54.2043759141882
675,India,Assam,Bongaigaon,"Calendar Year (Jan - Dec), 2021",8,300.0,7256.0,43.75,43.69,36.28,40.48,26.13,42.09,49.74
676,India,Assam,Cachar,"Calendar Year (Jan - Dec), 2017",8,213.43952808121847,5398.219678583462,58.57593624876009,52.265533264825585,44.43469863744661,29.251036119346228,47.6183819364796,62.64242052979948,60.9881561619898
677,India,Assam,Cachar,"Calendar Year (Jan - Dec), 2021",8,312.0,7764.0,44.1,46.61,35.47,41.46,32.53,40.28,50.46
678,India,Assam,Darrang,"Calendar Year (Jan - Dec), 2017",8,192.35455744695037,4827.507130583402,50.52087061455145,42.05560395573345,37.67395279020485,50.68166117259241,29.03678478926301,57.50124087591241,35.97789557334589
679,India,Assam,Darrang,"Calendar Year (Jan - Dec), 2021",8,292.0,7768.0,46.98,54.71,39.53,38.83,30.91,43.91,47.87
680,India,Assam,Dhemaji,"Calendar Year (Jan - Dec), 2017",8,171.75743119535883,3626.8778494275775,48.1,43.5,41.29,50.77,23.59,55.0,41.56
681,India,Assam,Dhemaji,"Calendar Year (Jan - Dec), 2021",8,308.0,7092.0,49.51,49.87,41.59,45.17,33.13,45.8,52.05
682,India,Assam,Dhubri,"Calendar Year (Jan - Dec), 2017",8,153.3763924529231,3461.4946610453826,54.42,45.42,40.27,46.31,42.05,59.21,42.21
683,India,Assam,Dhubri,"Calendar Year (Jan - Dec), 2021",8,296.0,7680.0,44.49,54.94,38.48,44.71,30.8,40.07,50.95
684,India,Assam,Goalpara,"Calendar Year (Jan - Dec), 2017",8,196.0,4372.0,45.31,41.68,43.72,43.0,38.1,55.05,39.38
685,India,Assam,Goalpara,"Calendar Year (Jan - Dec), 2021",8,300.0,7200.0,42.81,51.91,38.34,37.73,33.2,37.66,46.76
686,India,Assam,Golaghat,"Calendar Year (Jan - Dec), 2017",8,207.73580616388148,4955.906206440777,50.417559273971634,39.47911787129028,39.51940212085538,44.643564062167265,30.527186884363324,51.42238196599957,34.84015101161465
687,India,Assam,Golaghat,"Calendar Year (Jan - Dec), 2021",8,296.0,6628.0,47.43,41.98,37.99,40.73,27.78,40.87,45.88
688,India,Assam,Hailakandi,"Calendar Year (Jan - Dec), 2017",8,222.5890818133091,4795.250258525942,59.07731721482264,65.23565769083618,45.546643711000826,27.861605437795372,41.34255628129223,61.42188090578543,57.114442802132615
689,India,Assam,Hailakandi,"Calendar Year (Jan - Dec), 2021",8,332.0,7084.0,44.55,55.09,35.38,35.01,37.58,37.23,50.53
690,India,Assam,Jorhat,"Calendar Year (Jan - Dec), 2017",8,172.75273196027305,3861.5316555825743,55.13,37.8,38.93,52.54,27.56,58.65,38.32
691,India,Assam,Jorhat,"Calendar Year (Jan - Dec), 2021",8,316.0,7060.0,57.95,47.58,41.68,47.68,32.5,45.33,54.86
692,India,Assam,Kamrup,"Calendar Year (Jan - Dec), 2017",8,204.8040791180244,4608.1377387492585,58.11554076300155,55.22071920797401,41.37332770542894,61.55380670091717,40.687854648554605,68.87042268570274,54.12969061896628
693,India,Assam,Kamrup,"Calendar Year (Jan - Dec), 2021",8,304.0,7580.0,52.06,57.25,42.24,49.65,32.5,45.11,60.74
694,India,Assam,Karbi Anglong,"Calendar Year (Jan - Dec), 2017",8,128.67474011339124,2848.174363836997,48.68928262082841,43.41536406708816,42.65904081982313,48.55810650847423,34.74206597873088,57.03680861350347,39.15303494697986
695,India,Assam,Karbi Anglong,"Calendar Year (Jan - Dec), 2021",8,300.0,7148.0,43.53,45.78,34.91,33.11,30.31,37.5,38.61
696,India,Assam,Karimganj,"Calendar Year (Jan - Dec), 2017",8,194.56047191878153,4497.780321416538,57.23,52.74,49.16,24.09,31.38,61.8,63.07
697,India,Assam,Karimganj,"Calendar Year (Jan - Dec), 2021",8,288.0,7100.0,39.9,50.21,32.77,35.13,31.61,39.61,47.29
698,India,Assam,Kokrajhar,"Calendar Year (Jan - Dec), 2017",8,213.9442331389688,4996.42769299908,57.319449092358575,60.31467773613491,50.04322092813704,57.483266440023584,45.373979021769344,67.98964024228208,46.75337349986408
699,India,Assam,Kokrajhar,"Calendar Year (Jan - Dec), 2021",8,288.0,6796.0,45.22,48.29,38.38,47.05,34.37,43.22,52.34
700,India,Assam,Lakhimpur,"Calendar Year (Jan - Dec), 2017",8,200.24256880464117,4297.1221505724225,57.401440586484846,49.99402403997331,50.33167962488592,54.14689250078612,30.60354596317117,62.203371281262704,42.85880480799466
701,India,Assam,Lakhimpur,"Calendar Year (Jan - Dec), 2021",8,344.0,7112.0,49.19,48.43,39.89,43.99,30.03,45.23,56.14
702,India,Assam,Marigaon,"Calendar Year (Jan - Dec), 2017",8,204.0,4824.0,56.63,56.34,47.54,67.0,35.69,69.0,50.48
703,India,Assam,Marigaon,"Calendar Year (Jan - Dec), 2021",8,296.0,7048.0,46.21,51.9,38.0,40.44,33.6,40.64,50.86
704,India,Assam,Nagaon,"Calendar Year (Jan - Dec), 2017",8,136.72518422193323,3367.192772210748,56.71,53.19,48.45,49.36,34.26,64.32,38.99
